date,team1,team2,league_id,prob1,prob2,probTie,odd1,odd2,oddTie,bookmaker1,bookmaker2,bookmakerTie,outcome1,outcome2,outcomeTie,bankroll1,bankroll2,bankrollTie,profit1,profit2,profitTie,Unnamed: 22,Unnamed: 23,0.2942056354079555,2,0.025824768991949226,1.3286479405817828,1.034005893887433,0.1603007813957361,0.08112853857347818,0.0006934063125938306,Unnamed: 32,treshold =,0.15,Unnamed: 35,Unnamed: 36,bankroll1.1,bankroll2.1,bankrollTie.1,vol1,vol2,volTie
13-02-2021,Watford,Bristol City,2412,0.6182695349057784,0.1461628629180133,0.2355676021762083,1.55,5.6,3.6,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Derby,Middlesbrough,2412,0.3241895797566027,0.3622026524486394,0.3136077677947579,2.67,2.6,2.95,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Sunderland,Doncaster,2413,0.5169840202335978,0.2122142129941865,0.2708017667722157,1.8,3.55,2.95,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Charlton,Gillingham,2413,0.5312714894971322,0.201248191160416,0.2674803193424518,1.72,3.65,3.05,betano,betano,betano,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Hull,MK Dons,2413,0.5104079056040516,0.215552776603939,0.2740393177920094,1.9,3.15,3.0,betano,betano,betano,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Cardiff,Coventry,2412,0.4482834464576511,0.2674353626179061,0.2842811909244428,2.0,3.5,3.2,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Crystal Palace,Burnley,2411,0.3647050750975309,0.3225037936011612,0.3127911313013078,2.52,3.0,2.87,betano,betano,betano,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Bolton,Stevenage,2414,0.4732562347485491,0.2473906638983719,0.279353101353079,1.001,1.001,1.001,,,,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Lincoln,Accrington,2413,0.5016919053608923,0.2187027467360985,0.2796053479030093,1.8,3.3,3.1,betano,betano,betano,,,,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Birmingham,Luton,2412,0.34290756702272,0.3414353210102192,0.3156571119670608,2.6,2.77,2.82,betano,betano,betano,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Bristol Rovers,Swindon,2413,0.4461742918516605,0.2692830227322856,0.2845426854160538,2.0,2.87,3.0,betano,betano,betano,,,,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Plymouth,Fleetwood,2413,0.3866412331549575,0.3152324620896461,0.2981263047553965,2.4,2.45,2.82,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Reading,Millwall,2412,0.3960421099962149,0.2997637451868078,0.3041941448169773,2.25,3.2,2.9,betano,betano,betano,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Norwich,Stoke,2412,0.5186500106327809,0.2102168305163175,0.2711331588509014,1.75,4.45,3.25,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Waasland-Beveren,Eupen,1832,0.2574805709853494,0.4767689855492868,0.2657504434653639,3.7,1.82,3.6,betano,betano,betano,,,,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Sevilla,Huesca,1869,0.6654451164051367,0.1235219385014684,0.211032945093395,1.52,6.5,3.7,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Nacional,SC Farense,1864,0.3402117185797267,0.3286030778234129,0.3311852035968605,2.65,2.85,3.1,luckia,luckia,betano,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Den Haag,PSV,1849,0.1395026795773401,0.6832635994518774,0.1772337209707824,10.25,1.24,5.1,betano,betano,betano,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Wolfsberger AC,Admira,1827,0.5237971795719828,0.2036737715251445,0.2725290489028727,1.57,4.0,3.4,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Tirol,Salzburg,1827,0.1143620404856731,0.7267752776970129,0.1588626818173139,6.2,1.25,4.5,betano,betano,betano,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Altach,Rapid Vienna,1827,0.1497581003557419,0.6592128258793769,0.1910290737648813,4.5,1.44,3.8,betano,betano,betano,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Karagumruk,Fenerbahce,1882,0.275091429932424,0.4597975768154238,0.2651109932521523,3.7,1.83,3.55,betano,betano,betano,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Paris SG,Nice,1843,0.7909808555630603,0.07053931115785791,0.1384798332790818,1.21,12.0,6.7,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Mirandes,Girona,1871,0.3912181519231626,0.2543250506862412,0.3544567973905962,2.25,3.35,2.8,betano,betano,betano,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Eibar,Valladolid,1869,0.3982727120238293,0.2663634525745813,0.3353638354015895,2.05,3.9,3.0,betano,betano,betano,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Manchester City,Tottenham,2411,0.7243990922189799,0.097892049681254,0.1777088580997661,1.36,10.25,5.94,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,St. Truiden,Waregem,1832,0.4261337105823517,0.2854407138306616,0.2884255755869869,2.05,3.35,3.15,betano,betano,betano,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Union Berlin,Schalke,1845,0.5228690948449641,0.204224699163853,0.2729062059911828,1.72,4.8,3.45,betano,betano,betano,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Heracles,Ajax,1849,0.1491121366881702,0.663730441373121,0.1871574219387087,7.8,1.3,5.0,betano,betano,betano,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Vitoria Guimaraes,Rio Ave,1864,0.3761361940725851,0.2993959554089187,0.3244678505184962,2.15,3.4,3.25,luckia,luckia,luckia,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Chateauroux,Le Havre,1844,0.3758969987032806,0.3101130146201804,0.3139899866765391,2.3,2.72,2.67,betano,betano,betano,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Reims,Lens,1843,0.3112207138290319,0.3667837901646132,0.3219954960063549,2.82,2.52,3.05,betano,betano,betano,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Grenoble,Amiens,1844,0.3964227268808289,0.2857077891418501,0.3178694839773211,2.1,3.1,2.62,betano,betano,betano,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Troyes,Rodez,1844,0.5975166242920837,0.1559639721174936,0.2465194035904228,1.57,4.75,3.0,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Caen,Niort,1844,0.4373857495667822,0.2754379403670471,0.2871763100661708,2.0,3.1,2.77,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Clermont,Chambly,1844,0.7483637974369022,0.0874076763318584,0.1642285262312393,1.22,8.5,4.15,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Dunkerque,Nancy,1844,0.3514473572184546,0.3310794905897496,0.3174731521917958,2.5,2.47,2.67,betano,betano,betano,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Pau FC,Paris FC,1844,0.3111313628241535,0.3984374757970024,0.2904311613788441,3.05,2.02,2.8,betano,betano,betano,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Tenerife,Ponferradina,1871,0.4745634080398508,0.2028817203647375,0.3225548715954117,1.95,4.05,2.95,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Oostende,Genk,1832,0.3820546942625438,0.3287119344002964,0.2892333713371597,2.45,2.47,3.5,betano,betano,betano,,,,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Spezia,AC Milan,1854,0.1580236223092666,0.6404660029810021,0.2015103747097314,5.6,1.52,4.15,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Barcelona,Alaves,1869,0.8185889144793645,0.05866606133968835,0.122745024180947,1.31,8.75,5.2,betano,betano,betano,1.0,0.0,0.0,0.1603007813957361,0,0,0.20999402362841432,0.0,0.0,,,,,,,,,,,,,,,,0.1603007813957361,0.0,0.0,0.04969324223267821,,
13-02-2021,Goias,Botafogo RJ,2105,0.5991519907803268,0.1407377475931398,0.2601102616265336,1.55,5.3,4.05,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Lyon,Montpellier,1843,0.7327312418525476,0.09432409396341984,0.1729446641840326,1.38,6.8,4.8,betano,betano,betano,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Brighton,Aston Villa,2411,0.3196449977555813,0.3657838032443411,0.3145711990000776,2.7,2.4,3.4,betano,betano,betano,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,FC Porto,Boavista,1864,0.8097700581749218,0.06245340224295156,0.1277765395821267,1.23,16.0,6.0,luckia,betano,luckia,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Santos,Coritiba,2105,0.7292947365417762,0.0835121047806609,0.1871931586775629,1.38,7.8,4.45,betano,betano,betano,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
13-02-2021,Atletico-MG,Bahia,2105,0.7511906209444043,0.08370022225157113,0.1651091568040245,1.4,6.8,4.5,betano,betano,betano,0.0,0.0,1.0,0.0019562957512202495,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0019562957512202495,0.0,0.0,-0.0019562957512202495,,
14-02-2021,St Johnstone,Celtic,2417,0.2034298961837676,0.5739825403206205,0.2225875634956119,5.75,1.54,3.8,luckia,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Darmstadt,VfL Osnabruck,1846,0.5605089679611569,0.1809916804752627,0.2584993515635804,1.75,4.65,3.5,betano,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,St. Liege,Antwerp,1832,0.3926757037356804,0.3213870665657544,0.2859372296985652,2.55,2.6,3.3,luckia,luckia,betano,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Nurnberg,St. Pauli,1846,0.5001373269236633,0.2263577975667143,0.2735048755096224,2.3,2.9,3.3,luckia,betano,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Bochum,Braunschweig,1846,0.6183908857909444,0.1469428778644207,0.2346662363446349,1.57,5.75,4.0,betano,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Aalborg,Randers FC,1837,0.392853114833843,0.3131916034183089,0.2939552817478481,2.65,2.5,3.2,luckia,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Vejle,Nordsjaelland,1837,0.4572055557344423,0.2575428774445795,0.2852515668209781,2.1,3.4,3.2,luckia,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Brentford,Barnsley,2412,0.5751311168883297,0.1715293168601416,0.2533395662515286,1.62,5.5,3.75,betano,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Mallorca,Espanyol,1871,0.3184225715635032,0.3578083114331515,0.3237691170033452,3.0,2.55,2.82,luckia,luckia,betano,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Ried,St. Polten,1827,0.3841477918619589,0.3320749303400167,0.2837772777980245,2.2,2.8,3.6,luckia,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Austria Vienna,Hartberg,1827,0.4090000416050163,0.3027097263668886,0.2882902320280952,2.0,3.35,3.5,luckia,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Entella,Frosinone,1856,0.3296391140230004,0.3401430802818876,0.330217805695112,3.2,2.3,2.85,betano,betano,betano,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Colchester,Mansfield,2414,0.3017142802277818,0.4182986526616291,0.279987067110589,1.001,1.001,1.001,,,,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Beerschot VA,KV Mechelen,1832,0.2828977939684381,0.4472104949285306,0.2698917111030314,3.8,1.88,3.5,luckia,betano,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Almeria,Las Palmas,1871,0.5814253114732595,0.1550262951597254,0.2635483933670153,1.78,4.6,3.4,betano,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Oxford Utd,Wigan,2413,0.6621351297553261,0.1256173602436291,0.2122475100010449,1.46,6.0,4.0,luckia,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Lyngby,Brondby,1837,0.2493127300432253,0.4992207983741598,0.2514664715826149,4.35,1.74,3.5,luckia,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Reggiana,Ascoli,1856,0.3445828390693588,0.3300601658388649,0.3253569950917763,2.6,2.65,3.0,betano,betano,betano,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,LASK,Sturm Graz,1827,0.5143374230678138,0.2145561666038981,0.2711064103282881,1.57,4.75,4.1,luckia,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Brescia,Chievo,1856,0.3177974831364524,0.3748625338762102,0.3073399829873374,3.0,2.27,3.05,betano,betano,betano,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Midtjylland,Horsens,1837,0.7577796824080438,0.08338185033507632,0.1588384672568799,1.27,8.25,5.5,luckia,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Alcorcon,Logrones,1871,0.4545218998242525,0.2173565772548873,0.3281215229208601,1.98,4.25,2.95,betano,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Charleroi,Club Brugge KV,1832,0.1765215265890108,0.6123545237164773,0.2111239496945119,6.0,1.5,3.95,luckia,betano,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Leganes,Albacete,1871,0.6534405011677122,0.1197232699422889,0.2268362288899988,1.55,6.75,3.5,betano,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Lincoln,Accrington,2413,0.4782059727602602,0.2305194007681202,0.2912746264716196,1.95,3.6,3.35,luckia,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Toluca,U.N.A.M.- Pumas,1975,0.502307305693504,0.2243990145592556,0.2732936797472404,1.83,3.75,3.55,luckia,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Vasco,Internacional,2105,0.2984507199994288,0.3728385359717118,0.3287107440288595,3.4,2.25,2.95,betano,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Flamengo RJ,Corinthians,2105,0.8209569101159176,0.05235542600694221,0.1266876638771403,1.38,8.0,4.65,betano,betano,luckia,,,,0.2895678964754804,0,0,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,Odense,Aarhus,1837,0.3089769356364641,0.3843726826849622,0.3066503816785737,3.1,2.2,3.2,luckia,luckia,luckia,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
